Fund Code;Manager No;Date;Fund;Manager;Market Value;AccCode;Account;Category;Manager Code;PtfCcy  Code;ptfCcy Rate;PtfCcy Market Value; % of Total  Value (EUR)
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-6169.91;264383;Risk and Control Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-6169.91;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-142872.98;264426;Manag fee Class L;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-142872.98;-0.06
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-43289.76;264427;Management fee Class S;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-43289.76;-0.02
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-244.77;264461;Fiscal Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-244.77;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-83.25;264521;Fiscal Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-83.25;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-100.90;264619;Translation fees;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-100.90;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-296.68;264620;Translation fees;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-296.68;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-192.41;264808;Cash Management S;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-192.41;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-732.69;264809;Cash Management L;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-732.69;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-10966.75;264811;Investment Management Fee S;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-10966.75;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-41762.86;264812;Investment Management Fee L;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-41762.86;-0.02
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-19038.58;264819;Investment Management Fee LH;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-19038.58;-0.01
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-334.03;264822;Cash Management Fees LH;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-334.03;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-6473.81;264824;Investment Management Fee SH;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-6473.81;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-113.56;264826;Cash Management Fees SH;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-113.56;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-131.16;264914;Collateral Mgmt fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-131.16;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-385.71;264915;Collateral Mgmt fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-385.71;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-100.90;266086;Annual Subscription Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-100.90;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-296.68;266087;Annual Subscription Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-296.68;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-161.52;266088;NO LABEL FOR THIS ACCOUNT;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-161.52;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-474.95;266089;Research Fee - Internal;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-474.95;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-12.60;266090;Tax Reclaim Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-12.60;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-37.10;266091;Tax Reclaim Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-37.10;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-25.21;266396;Proxy Voting Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-25.21;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-74.16;266397;Proxy Voting Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-74.16;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-100.90;268105;Legal Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-100.90;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-296.68;268106;Legal Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-296.68;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-143.46;268120;Audit Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-143.46;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-11159.81;268121;Audit Fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-11159.81;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-75.69;268125;Printing Expenses;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-75.69;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-222.47;268126;Printing Expenses;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-222.47;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-252.25;268205;Publication Expenses;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-252.25;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-741.71;268206;Publication Expenses;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-741.71;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-8049.31;268221;Expenses 124;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-8049.31;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-12.60;268834;Regulatory Fees;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-12.60;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-37.10;268835;Regulatory Fees;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-37.10;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-142507.67;269608;Performance Fee SHC;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-142507.67;-0.06
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-1276162.45;269635;Performance Fee LCA;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-1276162.45;-0.52
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-397078.69;269637;Performance Fee LHC;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-397078.69;-0.16
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-346045.02;269641;Performance Fee SCA;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-346045.02;-0.14
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-9465.21;295479;Perf. Fee Crystallised SHC;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-9465.21;-0.00
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-55953.76;295505;Perf. Fee Crystallised LCA;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-55953.76;-0.02
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-20907.18;295507;Perf. Fee Crystallised LHC;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-20907.18;-0.01
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;-24930.45;295511;Perf. Fee Crystallised SCA;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;-24930.45;-0.01
DB5555;0;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;SOCIALLY RESPONSIBLE COLLECTION;16134.21;154151;Trailer fee;3. Cash and Cash in Settlement;DB5555/0;EUR;1.000000;16134.21;0.01
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;580.76;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646391;EUR;1.000000;580.76;0.00
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;20768782.82;143297;Value Adjust./Investm. Funds;1. Stock;DB5555/646391;EUR;1.000000;20768782.82;8.44
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;-244008.74;265000;Payable on Redemptions;3. Cash and Cash in Settlement;DB5555/646391;EUR;1.000000;-244008.74;-0.10
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;160518517.63;143270;CPO Funds;1. Stock;DB5555/646391;EUR;1.000000;160518517.63;65.24
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;459498.34;155000;Receivable on Subscriptions;3. Cash and Cash in Settlement;DB5555/646391;EUR;1.000000;459498.34;0.19
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;5132896.05;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646391;EUR;1.000000;5132896.05;2.09
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;-502239.35;266100;Payable on Purchases;3. Cash and Cash in Settlement;DB5555/646391;EUR;1.000000;-502239.35;-0.20
DB5555;646391;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL - CASH;-1655.98;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB5555/646391;EUR;1.000000;-1655.98;-0.00
DB5555;646393;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL LHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646393;EUR;1.000000;0.01;0.00
DB5555;646393;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL LHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646393;EUR;1.000000;-0.01;-0.00
DB5555;646393;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL LHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646393;EUR;1.000000;-0.01;-0.00
DB5555;646393;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL LHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646393;EUR;1.000000;-0.01;-0.00
DB5555;646393;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL LHC HEDGE CLASS;-45674.77;144400;Adjustment F.E.T.;2. Derivatives;DB5555/646393;EUR;1.000000;-45674.77;-0.02
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646394;EUR;1.000000;-0.01;-0.00
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646394;EUR;1.000000;-0.01;-0.00
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646394;EUR;1.000000;0.01;0.00
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;-14950.80;144400;Adjustment F.E.T.;2. Derivatives;DB5555/646394;EUR;1.000000;-14950.80;-0.01
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646394;EUR;1.000000;-0.01;-0.00
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;-0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646394;EUR;1.000000;-0.01;-0.00
DB5555;646394;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;MIFL SHC HEDGE CLASS;0.01;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/646394;EUR;1.000000;0.01;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-331155.53;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-331155.53;-0.13
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;222813.89;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;222813.89;0.09
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-56625.66;144400;Adjustment F.E.T.;2. Derivatives;DB5555/682590;EUR;1.000000;-56625.66;-0.02
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;32630.60;151200;Income on Shares Port.;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;32630.60;0.01
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;77832.49;151200;Income on Shares Port.;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;77832.49;0.03
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;5342.09;151200;Income on Shares Port.;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;5342.09;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-1.49;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-1.49;-0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-11.13;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-11.13;-0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-0.95;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-0.95;-0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-58.49;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-58.49;-0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-1.09;152001;Int.Rec.Bank Accounts;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-1.09;-0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;630560.86;156100;Receivable on Sales;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;630560.86;0.26
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;494245.84;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;494245.84;0.20
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;8716686.94;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;8716686.94;3.54
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;103219.76;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;103219.76;0.04
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-1173351.09;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-1173351.09;-0.48
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-1748183.41;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-1748183.41;-0.71
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-3002530.66;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-3002530.66;-1.22
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-140031.05;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-140031.05;-0.06
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-2011642.86;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-2011642.86;-0.82
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;569629.92;156500;Rec. on Currencies purchased;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;569629.92;0.23
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-929635.60;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-929635.60;-0.38
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-941379.13;266100;Payable on Purchases;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-941379.13;-0.38
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;2387.94;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;2387.94;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;1740.85;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;1740.85;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;8263.00;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;8263.00;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;32044.72;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;32044.72;0.01
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;1296.03;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;1296.03;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;2949.13;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;2949.13;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;326535.88;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;326535.88;0.13
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;86055.32;144120;C.B. Call Deposits;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;86055.32;0.03
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;80000.00;144110;C.B. Banks at Sight;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;80000.00;0.03
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;9702.90;144110;C.B. Banks at Sight;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;9702.90;0.00
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;14094453.21;143291;Value Adjust./Shares;1. Stock;DB5555/682590;EUR;1.000000;14094453.21;5.73
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;47804115.61;143210;Inv. Shares;1. Stock;DB5555/682590;EUR;1.000000;47804115.61;19.43
DB5555;682590;20/09/2021;SOCIALLY RESPONSIBLE COLLECTION;Robeco Institutional Asset Management BV;-521894.85;266500;Pay.on Currencies Sold;3. Cash and Cash in Settlement;DB5555/682590;EUR;1.000000;-521894.85;-0.21
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-858275.78;269641;Performance Fee SCA;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-858275.78;-0.09
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-231480.72;295505;Perf. Fee Crystallised LCA;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-231480.72;-0.03
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-68523.74;295506;Perf. Fee Crystallised LDI;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-68523.74;-0.01
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-44342.42;295511;Perf. Fee Crystallised SCA;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-44342.42;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-3151.56;263534;Global Fund Platform fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-3151.56;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-1050.59;263535;Global Fund Platform fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-1050.59;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-27.77;264098;General Budget;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-27.77;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-9.23;264099;General Budget;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-9.23;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-6298.54;264120;Custodian Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-6298.54;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-27255.52;264121;Custodian Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-27255.52;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-1385.51;264130;Administrative Agency Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-1385.51;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-5223.29;264131;Administrative Agency Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-5223.29;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-464.51;264135;Transfer Agency Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-464.51;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-2070.26;264136;Transfer Agency Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-2070.26;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-37.07;264140;Paying Agent Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-37.07;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-111.25;264141;Paying Agent Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-111.25;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-3638.35;264346;Trustee Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-3638.35;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-15798.73;264367;Trustee Fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-15798.73;-0.00
DB6214;0;20/09/2021;FINANCIAL INCOME STRATEGY;FINANCIAL INCOME STRATEGY;-54.02;264369;Provision for Valuation fee;3. Cash and Cash in Settlement;DB6214/0;EUR;1.000000;-54.02;-0.00
