Fund Custody Code;External Fund Identifier;PTG Name;Trade Date;Settlement Date;Maturity Date;Transaction ID;Fund Manager Reference;Transaction Type;Transaction Description;Reversal Flag;Security Name;Collateral Counterparty Name;ISIN Code;Security Description;Quantity;Currency;Price;Gross Amount;Interest;Brokerage;Tax;Expenses;Net Amount;Buy Currency;Purchase Amount;Sell Currency;Sold Amount;FX Rate;Deposit Amount;Deposit Rate;No. of Days;Collateral Counterparty BIC Code;Fund Manager BIC Code;Bloomberg Code
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;12/06/2017;12/06/2017;;010355TP00480000;SWCC 4457767-3377066;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-120000;;0;;0;0;0;0;0;MSLNGB2X;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;13/06/2017;13/06/2017;;015219SE00027000;SWBC 4458445-3377782;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-390000;;0;;0;0;0;0;0;FETALULL;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;13/06/2017;13/06/2017;;016265SE00024000;SWBC 4458439-3377778;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-510000;;0;;0;0;0;0;0;FETALULL;;
15222;19051Z5908260COLIN;CHALLENGE INT INCOME FD COLLATERAL;13/06/2017;13/06/2017;;015222SE00023000;SWBC 4458541-3377787;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-40000;;0;;0;0;0;0;0;FETALULL;;
15363;15266Z5908260COLIN;MEDIO NEW OPPORT. COLLECTION COLL;13/06/2017;13/06/2017;;015363SE00012000;SWBC 4458449-3377783;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-310000;;0;;0;0;0;0;0;FETALULL;;
17993;17634Z5908260COLIN;EQUILIBRIUM COLLATERAL;13/06/2017;13/06/2017;;017993SE00010000;SWBC 4458406-3377774;SE;CASH WITHDRAWAL;N;;;;;0;EUR;0;0;0;0;0;0;-520000;;0;;0;0;0;0;0;;;
15215;15164Z5908260COLIN;GLOBAL TECH COLLECTION COLLATERAL;13/06/2017;13/06/2017;;015215SE00005000;SWBC 4458408-3377775;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-160000;;0;;0;0;0;0;0;FETALULL;;
15218;15160Z5908260COLIN;MED JP MORGAN GLBL SLTN COLLATERAL;13/06/2017;13/06/2017;;015218SE00022000;SWBC 4458441-3377781;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-100000;;0;;0;0;0;0;0;FETALULL;;
15223;19050Z5908260COLIN;CHALLENGE INTL EQUITY COLLATERAL;13/06/2017;13/06/2017;;015223SE00013000;SWBC 4458512-3377785;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-360000;;0;;0;0;0;0;0;FETALULL;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;13/06/2017;13/06/2017;;016264SE00032000;SWBC 4458359-3377767;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;FETALULL;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;13/06/2017;13/06/2017;;018077SE00117000;TRANSACTION NUM GT5YZLJ3VMZE0N;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-250000;;0;;0;0;0;0;0;MSLNGB2X;;
15205;15117Z5950206COLIN;AGGRESSIVE PLUS FUND COLLATERAL;13/06/2017;13/06/2017;;015205SE00001000;SWBC 4458617-3377791;SE;CASH WITHDRAWAL;N;;RBC IS LUXEMBOURG BANK SA;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;FETALULLISV;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;13/06/2017;13/06/2017;;015210SE00037000;SWBC 4458431-3377777;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-5350000;;0;;0;0;0;0;0;FETALULL;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;13/06/2017;13/06/2017;;015217SE00018000;SWBC 4458333-3377765;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-50000;;0;;0;0;0;0;0;FETALULL;;
15220;15157Z5908260COLIN;MEDIO DWS MEGATREND SLTN COLLATERAL;13/06/2017;13/06/2017;;015220SE00012000;SWBC 4458382-3377771;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-270000;;0;;0;0;0;0;0;FETALULL;;
15211;15162Z5908260COLIN;EQUITY POWER COUPON COLLECT COLLAT;13/06/2017;13/06/2017;;015211SE00006000;SWBC 4458393-3377772;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-250000;;0;;0;0;0;0;0;FETALULL;;
15212;15168Z5908260COLIN;US COLLECTION COLLATERAL;13/06/2017;13/06/2017;;015212SE00012000;SWBC 44458454-3377784;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-320000;;0;;0;0;0;0;0;FETALULL;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;13/06/2017;13/06/2017;;015221SE00036000;SWBC 4458380-3377769;SE;CASH WITHDRAWAL;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;-3550000;;0;;0;0;0;0;0;FETALULL;;
19793;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-GSI;12/06/2017;13/06/2017;;019793EE00016000;SWBC 4458611-3377854;EE;CASH DIRECT ENTRY;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;260000;;0;;0;0;0;0;0;GSILGB2X;;
19643;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MSI;12/06/2017;12/06/2017;;019643EE00010000;SWBC 4458629-3377849;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;50000;;0;;0;0;0;0;0;MSLNGB2X;;
11156;10594Z8719429COLOUT;CHALLEN SOLIDITY & RETURN FUND MAML;13/06/2017;13/06/2017;;011156TP00366000;SWCC 4458603-3377789;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BNP PARIBAS LONDON BRANCH;;;0;EUR;0;0;0;0;0;0;360000;;0;;0;0;0;0;0;BNPAGB22;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;12/06/2017;13/06/2017;;014814TP00791000;SWCC 4458797-3377932;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-820000;;0;;0;0;0;0;0;BOFAGB22;;
4191;880Z8719429COLOUT;GLOBAL HIGH YIELD FUND MAML;12/06/2017;13/06/2017;;004191TPA1411000;SWCC 4458420-3377853;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-390000;;0;;0;0;0;0;0;BOFAGB22;;
14018;13883Z5970552COLOUT;MEDIO PIMCO INFLATION STRAT SLTN;13/06/2017;13/06/2017;;014018TP00614000;SWCC 000700700012954;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;CITIBANK NA;;;0;EUR;0;0;0;0;0;0;-110000;;0;;0;0;0;0;0;CITIGB2L;;
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;12/06/2017;13/06/2017;;010355TP00481000;SWCC 4458593-3377851;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-340000;;0;;0;0;0;0;0;BOFAGB22;;
10348;570Z8719429COLOUT;CHALLENGE EUROPEAN EQUITY MAML;12/06/2017;13/06/2017;;010348TP00540000;SWCC 4458495-3377852;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-310000;;0;;0;0;0;0;0;MLILGB2A;;
19162;880Z8714486COLOUT;GLOBAL HIGH YIELD 12;12/06/2017;13/06/2017;;019162TP00014000;COLLATERAL TAG 00286400088490B;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;CITIBANK NA;;;0;USD;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;CITIUS33;PRUIUS3F;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;12/06/2017;13/06/2017;;014814TP00792000;SWCC 4458627-3377850;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-100000;;0;;0;0;0;0;0;MSLNGB2X;;
19830;19048Z5908260COLIN;CHAL CYCLICAL MAML - COLLAT JPM;14/06/2017;14/06/2017;;019830EE00002000;SWBC 4461336-3380679;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;260000;;0;;0;0;0;0;0;CHASGB2L;;
19543;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MLI;14/06/2017;15/06/2017;;019543EE00004000;SWBC 4461841-3381387;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;500000;;0;;0;0;0;0;0;MLILGB3L;;
19695;16148Z5908260COLIN;INFRASTRUCTURE OPP COLL  JPM;14/06/2017;14/06/2017;;019695EE00002000;SWBC 4461319-3380677;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;320000;;0;;0;0;0;0;0;CHASGB2L;;
19812;19046Z5908260COLIN;CHAL TECHNOLOGY FD - COLLAT JPM;14/06/2017;14/06/2017;;019812EE00002000;SWBC 4461353-3380675;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;CHASGB2L;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;14/06/2017;15/06/2017;;015219EE00026000;SWBC 4461813-3381385;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;270000;;0;;0;0;0;0;0;FETALULL;;
19544;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MSI;14/06/2017;14/06/2017;;019544EE00007000;SWBC 4461704-3380860;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;330000;;0;;0;0;0;0;0;MSLNGB2X;;
19847;19050Z5908260COLIN;CHAL INTL EQUITY MAML -COLLAT JPM;14/06/2017;14/06/2017;;019847EE00004000;SWBC 4461341-3380680;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;360000;;0;;0;0;0;0;0;CHASGB2L;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;14/06/2017;15/06/2017;;015210EE00037000;SWBC 4461807-3381384;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;690000;;0;;0;0;0;0;0;FETALULL;;
19803;19045Z5908260COLIN;CH COUNTER CYCLICAL MAML-COLL-JPM;14/06/2017;14/06/2017;;019803EE00003000;SWBC 4461326-3380678;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;350000;;0;;0;0;0;0;0;CHASGB2L;;
19641;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-JPM;14/06/2017;14/06/2017;;019641EE00012000;SWBC 4461697-3380859;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;510000;;0;;0;0;0;0;0;CHASGB2L;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;13/06/2017;14/06/2017;;015221EE00034000;SWBC 4460510-3379735;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;3650000;;0;;0;0;0;0;0;FETALULL;;
15214;15165Z5908260COLIN;EUROPEAN COLLECTION COLLATERAL;13/06/2017;14/06/2017;;015214EE00015000;SWBC 4460512-3379731;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;460000;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;13/06/2017;14/06/2017;;015210EE00036000;SWBC 4460525-3379732;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1380000;;0;;0;0;0;0;0;FETALULL;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;13/06/2017;14/06/2017;;016265EE00027000;SWBC 4460531-3379734;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;FETALULL;;
11156;10594Z8719429COLOUT;CHALLEN SOLIDITY & RETURN FUND MAML;14/06/2017;14/06/2017;;011156TP00367000;SWCC 4461169-3380392;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;130000;;0;;0;0;0;0;0;MSLNGB2X;;
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;14/06/2017;14/06/2017;;010355TP00482000;SWCC 4459327-3378860;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;420000;;0;;0;0;0;0;0;BOFAGB22;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;14/06/2017;14/06/2017;;014814TP00793000;SWCC 4459281-3378859;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;990000;;0;;0;0;0;0;0;BOFAGB22;;
10340;1544Z8719429COLOUT;CHALLENGE INTL EQUITY MAML;14/06/2017;15/06/2017;;010340TP00707000;SWCC 4461819-3381388;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-350000;;0;;0;0;0;0;0;BOFAGB22;;
1090;877Z8719429COLOUT;EUROPEAN COLLECTION CASH;14/06/2017;15/06/2017;;001090TPA0644000;SWCC 4461639-3381377;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;MLILGB2A;;
2350;1623Z8719429COLOUT;EQUITY POWER COUPON COLLECTION CASH;14/06/2017;15/06/2017;;002350TPA0626000;SWCC 4461803-3381383;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-320000;;0;;0;0;0;0;0;BOFAGB22;;
4191;880Z8719429COLOUT;GLOBAL HIGH YIELD FUND MAML;14/06/2017;15/06/2017;;004191TPA1412000;SWCC 4461831-3381386;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-330000;;0;;0;0;0;0;0;BOFAGB22;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;14/06/2017;15/06/2017;;014814TP00794000;SWCC 4461799-3381382;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-1520000;;0;;0;0;0;0;0;BOFAGB22;;
10344;573Z8719429COLOUT;CHALLENGE EMERGING MKTS EQUITY MAML;14/06/2017;15/06/2017;;010344TP00147000;SWCC 4461645-3381379;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-310000;;0;;0;0;0;0;0;BOFAUS3N;;
10343;571Z8719429COLOUT;CHALLENGE PACIFIC EQUITY MAML;14/06/2017;15/06/2017;;010343TP00405000;SWCC 4461657-3381381;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-270000;;0;;0;0;0;0;0;BOFAUS3N;;
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;14/06/2017;15/06/2017;;010355TP00483000;SWCC 4461654-3381380;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;-630000;;0;;0;0;0;0;0;BOFAGB22;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;15/06/2017;15/06/2017;;018077EE00124000;TRANSACTION NUM GT5YZLJ3YDV26G;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;910000;;0;;0;0;0;0;0;MSLNGB2X;;
19643;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MSI;15/06/2017;15/06/2017;;019643SE00005000;SWBC 4463367-3382564;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-50000;;0;;0;0;0;0;0;MSLNGB2X;;
19795;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-MLI;15/06/2017;16/06/2017;;019795EE00012000;SWBC 4463581-3382659;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;350000;;0;;0;0;0;0;0;MLILGB3L;;
20225;19053Z5908260COLIN;CHALLENGE NORTH AMER EQY COLLAT-MSI;15/06/2017;15/06/2017;;020225SE00004000;SWBC 4463373-3382566;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-20000;;0;;0;0;0;0;0;MSLNGB2X;;
19544;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MSI;15/06/2017;15/06/2017;;019544SE00007000;SWBC 4463363-3382563;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-430000;;0;;0;0;0;0;0;MSLNGB2X;;
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;15/06/2017;15/06/2017;;010355TP00484000;SWCC 4463376-3382567;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;120000;;0;;0;0;0;0;0;MSLNGB2X;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;15/06/2017;15/06/2017;;014814TP00795000;SWCC 4463369-3382565;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;290000;;0;;0;0;0;0;0;MSLNGB2X;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;16/06/2017;16/06/2017;;015219EE00027000;SWBC 4463799-3383519;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;910000;;0;;0;0;0;0;0;FETALULL;;
19543;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MLI;16/06/2017;16/06/2017;;019543SE00005000;SWBC 4463513-3382640;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-340000;;0;;0;0;0;0;0;MLILGB3L;;
19795;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-MLI;16/06/2017;19/06/2017;;019795SE00011000;SWBC 4465326-3384387;SE;CASH WITHDRAWAL;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-350000;;0;;0;0;0;0;0;MLILGB3L;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;16/06/2017;16/06/2017;;016265EE00028000;SWBC 4463795-3383518;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;620000;;0;;0;0;0;0;0;FETALULL;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;16/06/2017;16/06/2017;;015217EE00024000;SWBC 4463816-3383520;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;440000;;0;;0;0;0;0;0;FETALULL;;
15218;15160Z5908260COLIN;MED JP MORGAN GLBL SLTN COLLATERAL;16/06/2017;16/06/2017;;015218EE00021000;SWBC 4463820-3383522;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;700000;;0;;0;0;0;0;0;FETALULL;;
15220;15157Z5908260COLIN;MEDIO DWS MEGATREND SLTN COLLATERAL;16/06/2017;16/06/2017;;015220EE00015000;SWBC 4463818-3383521;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;290000;;0;;0;0;0;0;0;FETALULL;;
15223;19050Z5908260COLIN;CHALLENGE INTL EQUITY COLLATERAL;16/06/2017;16/06/2017;;015223EE00017000;SWBC 4463827-3383525;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;390000;;0;;0;0;0;0;0;FETALULL;;
20225;19053Z5908260COLIN;CHALLENGE NORTH AMER EQY COLLAT-MSI;16/06/2017;16/06/2017;;020225EE00011000;SWBC 4465860-3384913;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;80000;;0;;0;0;0;0;0;MSLNGB2X;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;16/06/2017;16/06/2017;;018077SE00118000;TRANSACTION NUM GT5YZJJ3ZUNM8D;SE;CASH WITHDRAWAL;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;-983000;;0;;0;0;0;0;0;MSLNGB2X;;
19641;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-JPM;16/06/2017;16/06/2017;;019641SE00003000;SWBC 4465530-3384392;SE;CASH WITHDRAWAL;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;-620000;;0;;0;0;0;0;0;CHASGB2L;;
19643;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MSI;16/06/2017;16/06/2017;;019643EE00011000;SWBC 4465850-3384911;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;180000;;0;;0;0;0;0;0;MSLNGB2X;;
15222;19051Z5908260COLIN;CHALLENGE INT INCOME FD COLLATERAL;16/06/2017;16/06/2017;;015222EE00025000;SWBC 4463828-3383526;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;440000;;0;;0;0;0;0;0;FETALULL;;
15363;15266Z5908260COLIN;MEDIO NEW OPPORT. COLLECTION COLL;16/06/2017;16/06/2017;;015363EE00017000;SWBC 4463822-3383523;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;290000;;0;;0;0;0;0;0;FETALULL;;
15212;15168Z5908260COLIN;US COLLECTION COLLATERAL;16/06/2017;16/06/2017;;015212EE00017000;SWBC 4463825-3383524;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;460000;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;16/06/2017;16/06/2017;;015210EE00038000;SWBC 4463794-3383517;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;10560000;;0;;0;0;0;0;0;FETALULL;;
10340;1544Z8719429COLOUT;CHALLENGE INTL EQUITY MAML;15/06/2017;16/06/2017;;010340TP00708000;SWCC 4463533-3382655;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;270000;;0;;0;0;0;0;0;BOFAGB22;;
4191;880Z8719429COLOUT;GLOBAL HIGH YIELD FUND MAML;15/06/2017;16/06/2017;;004191TPA1413000;SWCC 4463579-3382657;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;770000;;0;;0;0;0;0;0;GSILGB2X;;
11156;10594Z8719429COLOUT;CHALLEN SOLIDITY & RETURN FUND MAML;16/06/2017;19/06/2017;;011156TP00368000;SWCC 4465330-3384390;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;350000;;0;;0;0;0;0;0;MLILGB2A;;
10355;569Z8719429COLOUT;CHALLENGE NORTH AMERICA EQUITY MAML;15/06/2017;16/06/2017;;010355TP00485000;SWCC 4463576-3382656;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;480000;;0;;0;0;0;0;0;BOFAGB22;;
14814;14737Z8719429COLOUT;COUPON STRATEGY COLLECTION;15/06/2017;16/06/2017;;014814TP00796000;SWCC 4463509-3382639;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;1150000;;0;;0;0;0;0;0;BOFAGB22;;
10344;573Z8719429COLOUT;CHALLENGE EMERGING MKTS EQUITY MAML;15/06/2017;16/06/2017;;010344TP00148000;SWCC 4463517-3382654;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;BANK OF AMERICA NA;;;0;EUR;0;0;0;0;0;0;260000;;0;;0;0;0;0;0;BOFAUS3N;;
18008;17633Z5921873COLOUT;EQUILIBRIUM 1;16/06/2017;16/06/2017;;018008TP00137000;TRANSACTION REF GT5YZLJ3ZUMXEA;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY CAPITAL SERVICES LLC;;;0;EUR;0;0;0;0;0;0;637000;;0;;0;0;0;0;0;MSCSUS33;;
